,State,District,Origin_of_Challenge,Date_of_Challenge_or_Removal,Type_of_Ban,Author,Title
1667,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
1668,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned Pending Investigation,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health"
1669,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned Pending Investigation,"Rosen, L. C.",Jack of Hearts (and other parts)
1670,Texas,Birdville Independent School District,Formal Challenge,11/1/2021,Banned Pending Investigation,"Myracle, Lauren","l8r, g8r"
1671,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned Pending Investigation,"Jackson, Tiffany D.",Monday's Not Coming
1672,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned in Classrooms,"Steinbeck, John",Of Mice and Men
1673,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness
1674,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned in Libraries,"Fleischman, Paul",Seedfolks
1675,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye
1676,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner
1677,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned Pending Investigation,"Tamaki, Mariko",This One Summer
1678,Texas,Birdville Independent School District,Formal Challenge,10/1/2021,Banned Pending Investigation,"Hutchinson, Shaun David",We Are the Ants
1679,Texas,Canutillo Independent School District,Administrator,10/1/2021,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
1680,Texas,Clear Creek Independent School District,Formal Challenge,4/1/2022,Banned in Libraries,"Draper, Sharon M.",Blended
1681,Texas,Clear Creek Independent School District,Administrator,2/1/2022,Banned in Libraries,"Curato, Mike",Flamer
1682,Texas,Clear Creek Independent School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Bechdel, Alison",Fun Home: A Family Tragicomic
1683,Texas,Clear Creek Independent School District,Administrator,12/1/2021,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
1684,Texas,Clear Creek Independent School District,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Rosen, L. C.",Jack of Hearts (and other parts)
1685,Texas,Clear Creek Independent School District,Administrator,4/1/2022,Banned in Classrooms,"Pérez, Ashley Hope",Out of Darkness
1686,Texas,Clear Creek Independent School District,Administrator,10/1/2021,Banned in Libraries,"Johnson, Cathy G.",The Breakaways
1687,Texas,Cypress-Fairbanks Independent School District,Administrator,12/1/2021,Banned in Libraries,"Johnson, George M.",All Boys Aren't Blue
1688,Texas,Cypress-Fairbanks Independent School District,Administrator,12/1/2021,Banned in Libraries and Classrooms,"Rachel, T. Cole","Bend, Don't Shatter: Poets on the Beginning of Desire"
1689,Texas,Cypress-Fairbanks Independent School District,Administrator,12/1/2021,Banned in Libraries,"Telgemeier, Raina",Drama: A Graphic Novel
1690,Texas,Cypress-Fairbanks Independent School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Suzuma, Tabitha",Forbidden
1691,Texas,Cypress-Fairbanks Independent School District,Administrator,12/1/2021,Banned in Libraries and Classrooms,"Gottfred, B. T.",Forever for a Year
1692,Texas,Cypress-Fairbanks Independent School District,Administrator,12/1/2021,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
1693,Texas,Cypress-Fairbanks Independent School District,Administrator,12/1/2021,Banned in Libraries and Classrooms,"Rosen, L. C.",Jack of Hearts (and other parts)
1694,Texas,Cypress-Fairbanks Independent School District,Administrator,1/1/2022,Banned in Libraries,"Myracle, Lauren","l8r, g8r"
1695,Texas,Cypress-Fairbanks Independent School District,Administrator,1/1/2022,Banned in Libraries,"Andrews, Jesse",Me and Earl and the Dying Girl
1696,Texas,Cypress-Fairbanks Independent School District,Administrator,1/1/2022,Banned in Libraries,"Draper, Sharon M.",Panic
1697,Texas,Cypress-Fairbanks Independent School District,Administrator,12/1/2021,Banned in Libraries and Classrooms,"Johnson, Cathy G.",The Breakaways
1698,Texas,Cypress-Fairbanks Independent School District,Administrator,1/1/2022,Banned in Libraries and Classrooms,"Gottfred, B. T.",The Nerdy and the Dirty
1699,Texas,Cypress-Fairbanks Independent School District,Administrator,1/1/2022,Banned in Libraries,"McCoy, Kathy",The Teenage Body Book
1700,Texas,Cypress-Fairbanks Independent School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Dawson, Juno",This Book Is Gay
1701,Texas,Cypress-Fairbanks Independent School District,Administrator,1/1/2022,Banned in Libraries,"Tamaki, Mariko",This One Summer
1702,Texas,Cypress-Fairbanks Independent School District,Administrator,4/1/2022,Banned in Libraries and Classrooms,"Arnold, Elana K.",What Girls Are Made Of
1703,Texas,Denton Independent School District,Administrator,12/1/2021,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue
1704,Texas,Fort Bend ISD,Formal Challenge,1/1/2022,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
1705,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out
1706,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series)
1707,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Hopkins, Ellen",Crank (Crank Series)
1708,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Landau, Elaine",Date Violence (Life Balance)
1709,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel
1710,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Rowell, Rainbow",Eleanor & Park
1711,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned in Libraries and Classrooms,"McMann, Lisa",Fade (Wake Series)
1712,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Verdi, Jessica",Follow Your Arrow
1713,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Newman, Lesléa",Jailbait
1714,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Scheeres, Julia",Jesus Land: A Memoir
1715,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Rivera, Gabby",Juliet Takes a Breath
1716,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Knowles, Jo",Jumping Off Swings (Jumping Off Swings Series)
1717,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Myracle, Lauren","l8r, g8r"
1718,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Gephart, Donna",Lily and Dunkin
1719,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Green, John",Looking for Alaska
1720,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Cart, Michael",Love & Sex: Ten Stories of Truth
1721,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Dee, Barbara",Maybe He Just Likes You
1722,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned in Libraries and Classrooms,"Andrews, Jesse",Me and Earl and the Dying Girl
1723,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Cook, Trish",Notes from the Blender
1724,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Young, Cathy",One Hot Second: Stories About Desire
1725,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness
1726,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Mesrobian, Carrie",Perfectly Good White Boy
1727,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver"
1728,Texas,Fredericksburg Independent School District,Administrator,3/1/2022,Banned Pending Investigation,"Mesrobian, Carrie",Sex & Violence
